year,state,name,FiscalYear, Total Taxes , Property Tax (T01) , Tot Sales & Gr Rec Tax , Total Gen Sales Tax (T09) , Total Select Sales Tax , Alcoholic Beverage Tax (T10) , Amusement Tax (T11) , Insurance Premium Tax (T12) , Motor Fuels Tax (T13) , Parimutuels Tax (T14) , Public Utility Tax (T15) , Tobacco Tax (T16) , Other Select Sales Tax (T19) , Total License Taxes , Alcoholic Beverage Lic (T20) , Amusement License (T21) , Corporation License (T22) , Hunt and Fish License (T23) , Motor Veh & Oper Lic , Motor Vehicle License (T24) , Motor Veh Oper License (T25) , Public Utility License (T27) , Occup and Bus Lic NEC (T28) , Other License Taxes (T29) , Total Income Taxes , Individual Income Tax (T40) , Corp Net Income Tax (T41) , Total Other Taxes , Death and Gift Tax (T50) , Docum and Stock Tr Tax (T51) , Severance Tax (T53) , Taxes NEC (T99) 
1966,40,RI STATE GOVT,63066,"144,150",0,"100,902","45,719","55,183","3,629",0,"3,642","20,084","10,852","6,412","9,674",890,"15,256",86,1,457,109,"11,554","9,569","1,985",0,"3,049",0,"14,715",0,"14,715","13,277","6,830",0,0,"6,447"
1966,41,SC STATE GOVT,63066,"358,986","1,245","238,137","106,119","132,018","28,119","1,078","9,130","66,466",0,"6,926","13,266","7,033","24,463",874,659,"2,226","1,408","12,703","11,034","1,669",0,"6,250",343,"90,453","52,928","37,525","4,688","2,407","2,281",0,0
1966,42,SD STATE GOVT,63066,"77,593",0,"62,591","26,915","35,676","3,618",0,"2,888","17,961","1,040",32,"5,446","4,691","12,747",641,0,98,"1,345","9,687","9,347",340,0,938,38,586,0,586,"1,669","1,459",0,210,0
1966,43,TN STATE GOVT,63066,"480,949",0,"342,040","177,717","164,323","13,670",131,"15,190","102,596",0,"2,217","29,272","1,247","78,241",291,141,"12,837","2,350","43,496","37,822","5,674",254,"18,872",0,"46,248","8,216","38,032","14,420","10,601","2,583",0,"1,236"
1966,44,TX STATE GOVT,83166,"1,267,084","47,905","786,163","240,823","545,340","45,075","1,052","40,806","242,158",0,"27,703","130,847","57,699","198,585","2,275",0,"55,187","4,545","124,830","112,727","12,103",0,"11,010",738,0,0,0,"232,007","21,098",147,"210,762",0
1966,45,UT STATE GOVT,63066,"168,192","13,196","90,926","53,774","37,152","1,868",0,"3,557","25,597",0,119,"5,166",845,"12,376",10,0,307,"2,453","8,347","7,913",434,5,"1,156",98,"46,039","38,031","8,008","5,655","2,265",0,"3,390",0
1966,46,VT STATE GOVT,63066,"71,963",282,"31,783",0,"31,783","6,161",0,"1,602","10,625","2,057","1,602","5,246","4,490","11,903",227,42,63,"1,091","9,784","9,158",626,8,620,68,"25,690","21,574","4,116","1,498","1,498",0,0,0
1966,47,VA STATE GOVT,63066,"528,962","14,095","203,313",0,"203,313","28,110",24,"18,592","116,584",0,"24,208","15,795",0,"79,393",385,0,"1,713","2,751","52,790","47,960","4,830",0,"21,554",200,"213,035","165,171","47,864","17,387","10,104","6,783",404,96
1966,48,WA STATE GOVT,63066,"696,522","52,329","568,234","384,362","183,872","27,596","1,397","10,973","89,255",765,"24,442","29,444",0,"54,941","1,507",0,"2,235","4,656","36,686","32,837","3,849","1,453","8,318",86,0,0,0,"21,018","19,898","1,120",0,0
1966,49,WV STATE GOVT,63066,"264,245",268,"206,796","120,564","86,232","3,730",0,"8,073","40,947","8,482",0,"11,494","13,506","27,167",472,0,"1,623","1,597","21,302","19,991","1,311",548,"1,611",14,"23,729","23,729",0,"5,483","4,765",718,0,0
1966,50,WI STATE GOVT,63066,"822,880","43,577","274,742","92,132","182,610","20,611",3,"13,785","90,055",0,"15,297","42,679",180,"70,893",73,0,784,"7,990","55,050","52,120","2,930",72,"6,192",732,"412,009","319,667","92,342","21,659","21,237",0,199,223
1966,51,WY STATE GOVT,63066,"55,788","9,261","32,000","18,575","13,425",767,0,"1,698","9,273",0,0,"1,687",0,"13,409",16,0,192,"3,306","9,540","9,325",215,0,355,0,0,0,0,"1,118","1,009",0,109,0
1965,0,US STATE GOVTS,N/A,"26,126,080","766,236","15,058,788","6,711,300","8,347,488","916,953","23,338","743,972","4,299,732","385,995","498,165","1,283,693","195,640","3,217,530","133,245","7,223","528,354","138,238","2,021,409","1,869,059","152,350","30,240","348,961","9,860","5,586,228","3,657,232","1,928,996","1,488,674","731,372","149,446","503,370","104,486"
1965,1,AL STATE GOVT,93065,"421,096","17,769","305,668","155,053","150,615","22,395",34,"10,882","89,603",0,"5,043","20,287","2,371","26,659",287,0,"11,361","1,817","8,342","5,212","3,130",549,"4,123",180,"65,510","46,216","19,294","5,160","1,860","1,596","1,704",0
1965,2,AK STATE GOVT,63065,"44,019",1,"12,888",0,"12,888","3,139",0,"1,318","6,004",0,183,"2,244",0,"8,814",623,68,97,"1,666","3,088","2,812",276,0,"3,272",0,"18,000","16,123","1,877","3,486",363,0,"3,123",0
1965,3,AZ STATE GOVT,63065,"237,537","33,427","149,238","88,260","60,978","5,381",0,"4,887","38,863","3,485","4,081","4,281",0,"21,683",771,0,786,"2,073","15,556","14,677",879,0,"2,497",0,"25,481","16,205","9,276","7,708","7,708",0,0,0
1965,4,AR STATE GOVT,63065,"217,861",464,"153,154","76,230","76,924","7,219",41,"5,548","49,247","2,965",0,"11,904",0,"26,904",376,118,"1,149","2,343","19,984","18,130","1,854",516,"2,418",0,"31,688","17,922","13,766","5,651",915,0,"4,614",122
1965,5,CA STATE GOVT,63065,"3,132,171","178,713","1,771,401","943,780","827,621","66,356",96,"94,817","509,700","47,082","16,014","74,515","19,041","239,113","14,598",16,"1,495","12,006","181,250","171,345","9,905",760,"28,468",520,"826,933","410,486","416,447","116,011","114,728",0,"1,283",0
1965,6,CO STATE GOVT,63065,"268,175","6,515","136,558","63,494","73,064","7,942",31,"8,002","46,010","3,153",296,"7,629",1,"32,696",977,44,933,"6,887","20,524","19,746",778,68,"3,214",49,"83,875","59,946","23,929","8,531","7,066",0,"1,250",215
1965,7,CT STATE GOVT,63065,"390,545",8,"266,420","122,927","143,493","15,931",2,"18,908","57,557",0,"23,565","24,103","3,427","35,764","4,094",95,"1,059",620,"27,447","22,277","5,170",0,"2,347",102,"57,339",0,"57,339","31,014","31,014",0,0,0
1965,8,DE STATE GOVT,63065,"120,946",234,"26,086",0,"26,086","2,192",193,"2,582","12,487","4,600",40,"3,992",0,"25,150",293,24,"15,790",116,"6,059","5,610",449,394,"2,366",108,"52,368","42,183","10,185","17,108","17,108",0,0,0
1965,10,FL STATE GOVT,63065,"762,402","19,208","571,359","260,647","310,712","67,719","1,209","17,986","156,571","35,031","12,095","17,470","2,631","133,923","2,067",18,"4,722","2,873","95,309","89,389","5,920",107,"27,695","1,132",0,0,0,"37,912","10,358","27,465",89,0
1965,11,GA STATE GOVT,63065,"548,388","1,796","397,323","207,564","189,759","32,078",0,"15,226","106,751",0,0,"35,443",261,"34,832",370,0,"2,682","1,411","25,100","22,689","2,411",0,"5,195",74,"112,409","64,270","48,139","2,028","2,028",0,0,0
1965,12,HI STATE GOVT,63065,"154,804",0,"105,284","77,296","27,988","4,183",0,"2,795","10,992",0,"7,409","2,609",0,"2,326",0,0,201,56,59,59,0,253,"1,726",31,"46,117","38,550","7,567","1,077","1,077",0,0,0
1965,13,ID STATE GOVT,63065,"92,213","5,891","29,668",0,"29,668","2,969",3,"3,294","17,600",1,813,"4,382",606,"18,418",479,3,518,"2,669","11,628","10,926",702,0,"3,121",0,"37,022","28,862","8,160","1,214","1,040",0,174,0
1965,14,IL STATE GOVT,63065,"1,218,689","1,525","1,030,604","622,857","407,747","47,952",681,"34,931","170,002","27,319","63,865","59,128","3,869","153,529","1,144",823,"8,084","3,364","129,603","123,157","6,446",0,"10,386",125,0,0,0,"33,031","33,031",0,0,0
1965,15,IN STATE GOVT,63065,"648,646","11,362","433,738","257,811","175,927","16,062",12,"15,314","117,572",0,0,"26,967",0,"60,444","4,229",8,"2,737","1,959","46,657","44,957","1,700",354,"4,390",110,"132,648","123,253","9,395","9,826","9,516",0,310,0
1965,16,IA STATE GOVT,63065,"331,286","4,078","191,677","92,741","98,936","7,359",0,"10,275","65,693",0,0,"15,209",400,"62,070",36,0,319,"1,970","57,176","54,297","2,879",27,"2,398",144,"63,441","57,554","5,887","10,020","10,020",0,0,0
1965,17,KS STATE GOVT,63065,"265,261","10,552","167,966","90,709","77,257","7,083",0,"7,954","47,454",0,263,"14,503",0,"36,706",228,51,"1,048","1,741","28,787","26,942","1,845",315,"4,238",298,"44,620","33,084","11,536","5,417","4,887",0,530,0
1965,18,KY STATE GOVT,63065,"391,496","20,982","248,259","116,868","131,391","16,138",153,"13,417","76,056","3,988",0,"9,590","12,049","26,056",817,207,"3,353","1,998","15,963","15,078",885,556,"2,919",243,"86,041","56,827","29,214","10,158","8,942",931,285,0
1965,19,LA STATE GOVT,63065,"581,272","17,639","283,898","119,316","164,582","24,024",88,"13,472","77,248","3,180","8,517","31,142","6,911","44,597","1,311",22,"17,277","1,228","14,266","11,402","2,864",182,"10,229",82,"50,871","23,515","27,356","184,267","5,182",0,"179,085",0
1965,20,ME STATE GOVT,63065,"117,735","2,164","93,330","46,499","46,831","3,532",0,"3,048","26,549","1,342","4,349","8,011",0,"17,399",552,38,508,"2,002","11,248","10,010","1,238",0,"2,975",76,0,0,0,"4,840","4,840",0,0,0
1965,21,MD STATE GOVT,63065,"527,531","17,763","290,417","113,993","176,424","11,548","1,339","12,273","77,307","12,167","12,736","23,652","25,402","41,474",150,326,"1,007","1,307","34,136","31,463","2,673",0,"4,441",107,"168,084","140,281","27,803","9,793","7,230",34,0,"2,529"
1965,22,MA STATE GOVT,63065,"674,981",300,"217,804",0,"217,804","30,783",12,"19,322","90,890","16,060",0,"48,607","12,130","154,598",363,362,"92,000","1,241","30,895","21,568","9,327","10,308","19,196",233,"268,913","219,751","49,162","33,366","31,637","1,729",0,0
1965,23,MI STATE GOVT,63065,"1,328,571","66,545","943,694","593,961","349,733","54,932",52,"27,980","178,052","14,738",0,"73,979",0,"199,684","5,399",9,"88,360","7,767","88,516","83,847","4,669",170,"9,278",185,0,0,0,"118,648","17,714",0,"1,046","99,888"
1965,24,MN STATE GOVT,63065,"519,469","31,258","173,010",0,"173,010","21,966",2,"13,319","79,150",0,"25,219","30,882","2,472","63,631",244,4,416,"5,218","50,858","48,924","1,934",25,"6,685",181,"218,926","173,901","45,025","32,644","13,843","1,434","17,367",0
1965,25,MS STATE GOVT,63065,"266,301","3,760","201,641","108,818","92,823","6,243",362,"7,665","58,038",0,200,"17,680","2,635","23,836",73,0,"5,331","1,263","12,675","9,806","2,869",369,"4,119",6,"23,452","8,912","14,540","13,612","1,618",0,"11,986",8
1965,26,MO STATE GOVT,63065,"517,226","5,993","352,673","215,910","136,763","10,768",0,"16,500","86,403",0,116,"22,821",155,"67,097","1,472",31,"7,909","4,508","48,416","46,794","1,622",408,"4,217",136,"83,872","70,539","13,333","7,591","7,561",0,30,0
1965,27,MT STATE GOVT,63065,"79,560","5,375","35,607",0,"35,607","4,115",0,"2,794","20,557",0,"1,820","6,321",0,"10,666","1,197",0,125,"2,369","5,219","4,435",784,0,"1,712",44,"22,528","16,657","5,871","5,384","2,498",0,"2,886",0
1965,28,NE STATE GOVT,63065,"115,222","35,022","65,690",0,"65,690","4,859",0,"2,630","47,537","1,262",0,"9,402",0,"13,262",154,133,494,"2,147","7,441","6,965",476,0,"2,893",0,0,0,0,"1,248",219,0,"1,029",0
1965,29,NV STATE GOVT,63065,"77,166","4,426","59,111","22,995","36,116","3,348","13,140","1,808","13,472",0,0,"4,348",0,"13,352",4,"1,192",718,"1,285","8,992","8,493",499,0,889,272,0,0,0,277,0,0,12,265
1965,30,NH STATE GOVT,63065,"54,044","2,303","34,201",0,"34,201","1,332",0,"2,439","16,651","7,483",670,"5,626",0,"11,593",267,16,356,"1,133","8,369","7,610",759,120,"1,145",187,"2,128","2,128",0,"2,334","2,280",0,54,0
1965,31,NJ STATE GOVT,63065,"543,550","2,166","306,224",0,"306,224","29,987",18,"24,333","137,553","28,893","13,589","71,851",0,"142,763",920,0,"40,449","1,830","91,755","82,088","9,667",267,"7,432",110,"44,200","8,361","35,839","48,197","48,197",0,0,0
1965,32,NM STATE GOVT,63065,"188,445","10,146","111,003","63,068","47,935","3,156",25,"4,165","28,619",488,682,"7,509","3,291","22,366",163,100,"1,328","1,610","17,351","16,454",897,51,"1,763",0,"16,219","16,219",0,"28,711","1,074",0,"27,637",0
1965,33,NY STATE GOVT,33165,"2,862,288","6,873","745,225",0,"745,225","63,170","3,147","81,300","250,796","135,688","84,112","127,012",0,"263,362","63,014","1,322","3,245","5,877","163,808","151,817","11,991","9,128","16,228",740,"1,659,539","1,131,731","527,808","187,289","106,463","80,826",0,0
1965,34,NC STATE GOVT,63065,"688,109","16,269","370,526","168,468","202,058","25,213",0,"18,029","123,980",0,"34,836",0,0,"72,786",101,622,"11,410","2,565","40,159","38,225","1,934",20,"17,753",156,"215,792","136,351","79,441","12,736","12,607",0,0,129
1965,35,ND STATE GOVT,63065,"82,080","2,703","49,794","23,494","26,300","3,651",0,"2,269","15,302",0,8,"4,624",446,"15,283",182,44,45,543,"12,537","12,101",436,0,"1,932",0,"10,428","7,956","2,472","3,872",466,0,"3,406",0
1965,36,OH STATE GOVT,63065,"1,035,887","47,192","772,754","324,120","448,634","40,222",0,"36,427","247,585","12,380","45,839","66,181",0,"203,013","9,763",53,"56,139","3,084","124,866","123,504","1,362",310,"7,846",952,0,0,0,"12,928","12,928",0,0,0
1965,37,OK STATE GOVT,63065,"357,571",0,"206,855","69,198","137,657","13,970",0,"19,521","70,494",0,836,"21,559","11,277","58,855",767,395,"4,374","1,799","48,229","45,226","3,003",2,"3,059",230,"43,568","26,484","17,084","48,293","9,810",0,"38,483",0
1965,38,OR STATE GOVT,63065,"279,054","1,540","57,607",0,"57,607","1,753",0,"7,277","46,348","1,915",314,0,0,"45,097",617,213,976,"3,930","33,306","31,697","1,609",563,"4,723",769,"162,457","135,890","26,567","12,353","11,616",0,737,0
1965,39,PA STATE GOVT,63065,"1,554,546","1,910","1,041,459","549,434","492,025","62,310",27,"37,740","248,210","3,755","27,821","106,782","5,380","233,537","8,139",9,"68,133","8,306","111,072","92,921","18,151","2,353","34,198","1,327","184,665",0,"184,665","92,975","70,055","22,920",0,0
1965,40,RI STATE GOVT,63065,"124,622",0,"88,554","36,972","51,582","3,433",0,"3,345","19,310","9,038","6,149","9,431",876,"14,587",86,2,455,105,"11,069","8,996","2,073",0,"2,870",0,"12,292",0,"12,292","9,189","9,189",0,0,0
1965,41,SC STATE GOVT,63065,"309,492","1,190","213,579","92,758","120,821","24,138","1,006","8,254","61,716",0,"6,525","12,863","6,319","22,443",864,642,"1,460","1,357","12,158","10,277","1,881",0,"5,756",206,"67,928","43,359","24,569","4,352","2,344","2,008",0,0
1965,42,SD STATE GOVT,63065,"64,182",0,"49,941","18,230","31,711","3,546",0,"2,795","17,070","1,012",31,"4,022","3,235","12,073",702,0,72,"1,501","8,769","8,380",389,0,998,31,562,0,562,"1,606","1,318",0,288,0
1965,43,TN STATE GOVT,63065,"432,844",5,"312,715","160,553","152,162","12,244",109,"13,752","94,242",0,"2,134","28,556","1,125","69,168",297,135,"11,548","2,179","37,496","36,750",746,172,"17,341",0,"37,921","6,862","31,059","13,035","9,507","2,500",0,"1,028"
1965,44,TX STATE GOVT,83165,"1,187,247","46,109","723,548","221,988","501,560","43,464",787,"39,674","229,175",0,"25,477","110,306","52,677","186,028","2,179",0,"52,432","4,032","116,252","104,807","11,445",0,"11,073",60,0,0,0,"229,590","27,145",160,"202,285",0
1965,45,UT STATE GOVT,63065,"147,520","14,509","86,145","51,276","34,869","1,071",0,"3,448","24,200",0,189,"5,169",792,"12,412",11,0,344,"2,652","8,056","7,664",392,4,"1,105",240,"29,159","22,511","6,648","5,295","2,177",0,"3,118",0
1965,46,VT STATE GOVT,63065,"63,205",291,"27,444",0,"27,444","5,448",1,"1,460","9,968","1,490","1,380","4,137","3,560","11,050",219,36,60,982,"9,105","8,589",516,9,576,63,"21,994","18,724","3,270","1,629","1,629",0,0,0
1965,47,VA STATE GOVT,63065,"477,605","14,018","193,381",0,"193,381","26,572",24,"17,099","111,151",0,"22,597","15,938",0,"73,445",385,42,"1,535","2,591","48,637","44,753","3,884",0,"20,130",125,"181,858","142,064","39,794","13,087","6,438","6,200",356,93
1965,48,WA STATE GOVT,63065,"601,586","46,207","488,400","324,884","163,516","21,109",743,"10,111","83,451","1,051","24,233","22,818",0,"49,357","1,657",0,"1,183","4,858","32,297","28,659","3,638","1,361","7,905",96,0,0,0,"17,622","16,574","1,048",0,0
1965,49,WV STATE GOVT,63065,"241,360",344,"189,491","112,174","77,317","3,470",0,"7,426","36,423","6,429",0,"11,446","12,123","25,334",520,0,"1,482","1,492","19,851","19,651",200,429,"1,546",14,"20,706","20,706",0,"4,721","4,126",595,0,0
1965,50,WI STATE GOVT,63065,"732,354","41,203","249,215","83,406","165,809","18,833",1,"12,746","84,935",0,"14,119","34,997",178,"66,043",73,0,683,"7,194","52,059","49,077","2,982",90,"5,828",116,"354,674","272,849","81,825","21,219","20,880",0,130,209
1965,51,WY STATE GOVT,63065,"47,920","8,488","26,561","13,548","13,013",645,0,"1,415","9,188",0,0,"1,765",0,"12,252",11,0,166,"2,714","9,014","8,803",211,0,347,0,0,0,0,619,546,0,73,0
1964,0,US STATE GOVTS,N/A,"24,242,732","722,427","13,957,051","6,084,000","7,873,051","863,953","24,037","707,614","4,058,748","355,017","498,102","1,196,052","169,528","3,062,069","125,349","7,038","517,552","133,082","1,916,665","1,782,506","134,159","29,025","323,515","9,843","5,109,940","3,415,035","1,694,905","1,381,625","657,786","141,462","489,487","92,890"
1964,1,AL STATE GOVT,93064,"384,054","16,858","281,316","141,179","140,137","21,407",35,"9,412","83,438",0,"4,412","19,599","1,834","27,929",198,0,"13,056","1,653","7,751","5,068","2,683",517,"4,579",175,"52,357","36,591","15,766","5,073","1,530","1,627","1,856",60
1964,2,AK STATE GOVT,63064,"39,034",11,"11,902",0,"11,902","2,796",0,"1,197","5,643",0,164,"2,102",0,"7,948",612,73,101,"1,454","3,018","2,870",148,0,"2,690",0,"15,695","13,931","1,764","2,726",89,0,"2,637",0
1964,3,AZ STATE GOVT,63064,"221,118","35,350","143,868","84,785","59,083","5,191",0,"4,509","38,108","3,249","3,905","4,121",0,"17,176",766,0,745,"2,009","11,771","10,897",874,0,"1,885",0,"23,227","14,053","9,174","1,497","1,497",0,0,0
1964,4,AR STATE GOVT,63064,"203,912",473,"145,101","72,891","72,210","6,992",22,"5,102","46,915","2,459",0,"10,720",0,"25,894",382,126,"1,111","2,198","18,981","17,218","1,763",499,"2,597",0,"26,675","15,616","11,059","5,769",801,0,"4,968",0
1964,5,CA STATE GOVT,63064,"2,930,188","163,328","1,643,008","882,872","760,136","61,422",116,"108,182","448,875","43,090","15,064","71,368","12,019","224,573","13,629",18,"1,408","11,033","171,047","161,575","9,472",837,"26,085",516,"796,610","391,853","404,757","102,669","101,479",0,"1,190",0
1964,6,CO STATE GOVT,63064,"247,122","6,674","122,652","60,724","61,928","7,587",3,"7,431","43,939","2,845",0,122,1,"31,329",955,19,828,"5,932","20,120","19,294",826,48,"3,403",24,"77,256","52,521","24,735","9,211","7,654",0,"1,467",90
1964,7,CT STATE GOVT,63064,"359,381",10,"248,420","111,917","136,503","15,324",5,"18,689","54,761",0,"22,333","22,049","3,342","34,073","4,093",98,963,599,"25,613","20,682","4,931",0,"2,584",123,"51,081",0,"51,081","25,797","25,797",0,0,0
1964,8,DE STATE GOVT,63064,"100,553",224,"23,489",0,"23,489","2,064",129,"2,313","11,793","3,223",38,"3,929",0,"25,152",281,22,"15,635",113,"5,590","5,157",433,398,"3,020",93,"45,351","35,354","9,997","6,337","6,337",0,0,0
1964,10,FL STATE GOVT,63064,"708,637","21,885","519,591","228,449","291,142","63,255","1,108","15,783","146,870","31,610","10,992","19,023","2,501","124,860","1,945",6,"1,878","2,611","93,292","87,595","5,697",108,"23,959","1,061",0,0,0,"42,301","15,399","26,857",45,0
1964,11,GA STATE GOVT,63064,"490,915","1,658","356,276","185,424","170,852","30,015",0,"13,734","99,597",0,0,"27,210",296,"32,986",345,0,"2,469","1,697","23,886","21,754","2,132",0,"4,499",90,"97,067","56,018","41,049","2,928","2,928",0,0,0
1964,12,HI STATE GOVT,63064,"142,215",0,"97,291","70,956","26,335","3,816",0,"2,755","10,298",0,"7,110","2,356",0,"2,026",0,0,192,62,142,142,0,250,"1,348",32,"41,733","34,680","7,053","1,165","1,165",0,0,0
1964,13,ID STATE GOVT,63064,"83,180","4,337","28,433",0,"28,433","2,779",2,"3,063","16,764",1,975,"4,274",575,"17,789",461,2,416,"2,482","11,321","10,560",761,0,"3,107",0,"31,363","25,292","6,071","1,258","1,098",0,160,0
1964,14,IL STATE GOVT,63064,"1,122,335","1,250","940,625","558,584","382,041","41,691",662,"34,610","161,087","24,921","59,983","55,449","3,638","144,677","1,153",790,"6,580","3,684","122,902","115,456","7,446",64,"9,295",209,0,0,0,"35,783","35,783",0,0,0
1964,15,IN STATE GOVT,63064,"556,899","10,193","352,984","188,238","164,746","15,078",17,"13,943","112,424",0,0,"23,284",0,"56,531","4,280",9,"1,057","1,947","44,709","43,109","1,600",282,"4,149",98,"128,019","126,346","1,673","8,559","8,216",0,343,0
1964,16,IA STATE GOVT,63064,"311,285","4,256","182,254","88,215","94,039","6,449",0,"9,616","63,092",0,0,"14,491",391,"61,718",819,0,307,"2,133","55,751","52,984","2,767",28,"2,390",290,"53,541","48,524","5,017","9,516","9,516",0,0,0
